epoch,accuracy,loss,val_accuracy,val_loss
0,0.4950586,2.8247360926885947,0.5,1.9537086001722328
1,0.49652344,1.7500646714926025,0.5,1.5350568392576078
2,0.49566406,1.8375679121214197,0.5,1.465281501476899
3,0.49658203,1.7500646549249705,0.5,1.465281501476899
4,0.49914062,1.7150633948633647,0.5,1.465281501476899
5,0.49603516,1.9775730673057896,0.5,1.465281501476899
6,0.49560547,1.6100595588922242,0.5,1.465281501476899
7,0.48919922,1.9250711787665964,0.5,1.465281501476899
8,0.49908203,1.4175524063141416,0.5,1.465281501476899
9,0.49853516,1.5400569564485913,0.5,1.465281501476899
10,0.49560547,1.4175524394494057,0.5,1.465281501476899
11,0.5005469,1.7675653531678206,0.5,1.465281501476899
12,0.49017578,1.820067333087859,0.5,1.465281501476899
13,0.4970703,1.8558716591483995,0.5,1.39550616369619
14,0.48816407,1.1725434086868998,0.5,0.6977531507417754
15,0.49414062,1.1725433833824306,0.5,0.6977531507417754
16,0.4921289,1.225045353141851,0.5,0.4186519196023157
17,0.4970703,1.2950479130014922,0.5,0.4186519196023157
18,0.4975586,1.1375421406003474,0.5,0.4186519196023157
19,0.4946289,1.0675395609372085,0.5,0.4186519196023157
20,0.49609375,1.0675395254721212,0.5,0.4186519196023157
21,0.49603516,1.2425459756654456,0.5,0.4186519196023157
22,0.49560547,0.9275343714526629,0.5,0.4186519196023157
23,0.49658203,1.190044019949682,0.5,0.4186519196023157
24,0.49359375,1.0675395206830405,0.5,0.4186519196023157
25,0.49365234,1.1900440507551229,0.5,0.4186519196023157
26,0.49560547,1.120041468826878,0.5,0.4186519196023157
27,0.49658203,1.0850401281922182,0.5,0.4186519196023157
28,0.49115235,1.155042742414402,0.5,0.4186519196023157
29,0.49609375,1.0150375729922236,0.5,0.4186519196023157
0,0.44751954,1.9670733161650833,0.4679156541824341,0.5760000461623782
1,0.4357422,0.5830819433015022,0.4342953562736511,0.5092467757272514
2,0.36916015,0.508468145753351,0.3160269856452942,0.5016492598758632
3,0.31251952,0.5045215767058954,0.25511986017227173,0.49833678192906566
4,0.32277343,0.5437048443559714,0.29945388436317444,0.47780822030393594
5,0.30208984,0.47244100500784014,0.29607856273651123,0.456196110098909
0,0.44677734,0.9538746879362258,0.47371813654899597,0.5922188387288676
1,0.4819336,0.5883915186834388,0.48147374391555786,0.5766919175267735
2,0.46478516,0.5621267249736931,0.4016231894493103,0.5240830492663693
3,0.406875,0.5040869037180847,0.37196600437164307,0.46436859480230325
4,0.33601564,0.4890570802357246,0.2711620330810547,0.5344648944351064
5,0.29390624,0.4917824315908289,0.26577669382095337,0.49278035643812895
6,0.27041015,0.4423829613821773,0.23564547300338745,0.45612611863520236
7,0.20792969,0.41317933988752376,0.1557949036359787,0.4154555521486126
8,0.18185547,0.47572976887937996,0.13046115636825562,0.547401107492901
9,0.16490234,0.507930251451191,0.11388804763555527,0.523128208659944
10,0.1609375,0.34508247243141377,0.14987865090370178,0.7727096204633837
11,0.16972657,0.3431225608989807,0.13046115636825562,0.39905695997791374
12,0.14433594,0.25445047240142066,0.11921647191047668,0.5404669575360946
13,0.11748047,0.21931469990557362,0.10802867263555527,0.43212880561878153
14,0.102285154,0.20411101770744003,0.11045585572719574,0.41921612246211987
15,0.10167969,0.2083916211345038,0.10802867263555527,0.4248552090161807
16,0.117910154,0.23235678720115063,0.0958358645439148,0.4140716329281464
17,0.12144531,0.21158803967065323,0.11193492263555527,0.41169203850097985
18,0.106933594,0.2974743181566559,0.10412242263555527,0.4673619360634775
19,0.122421876,0.16626910150180552,0.1075546145439148,0.5268150965372721
20,0.1319336,0.1215977768912248,0.12170054763555527,0.5291625093588065
21,0.13859375,0.20165898761713025,0.11193492263555527,0.6614777938628094
22,0.1500586,0.2233666430725984,0.10512742400169373,0.47645049100314385
23,0.1271289,0.17222825000133407,0.1036483645439148,0.6600698392628591
24,0.118945315,0.1588276461224111,0.0997421145439148,0.6589456172216506
25,0.13285157,0.20955120292406257,0.10317429900169373,0.5886333424807627
26,0.14103515,0.20762210906393236,0.12217460572719574,0.5868227683104478
27,0.13896485,0.13197199911299798,0.11974742263555527,0.5868469437995514
28,0.16636719,0.14345697188157341,0.14070084691047668,0.4692357819833797
29,0.15421875,0.12461158883202736,0.13046115636825562,0.5381500135252486
0,0.4951172,2.240676611953139,0.494140625,1.2559555340638924
1,0.48822266,1.9445249508827698,0.494140625,1.2166602657986927
2,0.44691408,2.508787175860907,0.40452444553375244,1.3257018307070711
3,0.34402344,1.4715541171781663,0.3339654207229614,0.6639235543482231
4,0.36,0.6527744537456028,0.40700849890708923,0.5382221083104353
5,0.37623048,0.5530750555401904,0.39729976654052734,0.5147271037617803
6,0.35164064,0.5181767511121872,0.36805975437164307,0.4874608196737446
7,0.33833984,0.4991258710266842,0.3617263436317444,0.44782880929125335
8,0.30453125,0.4425672706252977,0.3617263436317444,0.4347892398442025
9,0.29427734,0.4246155140713165,0.31981948018074036,0.5268428890736072
10,0.27529296,0.3925004297307208,0.3017672896385193,0.4905006970678057
11,0.23892578,0.34499593860551664,0.22191672027111053,0.3433974147875072
12,0.2142578,0.37532193429695276,0.1956348568201065,0.30706448498226346
13,0.17248046,0.3159372721931186,0.1669258177280426,0.3996535557689089
14,0.1761914,0.27583846482210644,0.16739988327026367,0.367641814343341
15,0.17490235,0.25545469366507473,0.14597240090370178,0.3357399036357929
16,0.1609961,0.2164643531772394,0.1396389603614807,0.3183746864269306
17,0.14958984,0.28179292422876034,0.13283145427703857,0.29774845833386177
18,0.13652344,0.2197747161201364,0.11140397191047668,0.34946136737798716
19,0.14316407,0.2392513065009371,0.1318264603614807,0.3919784506678065
20,0.15390626,0.24747905481392346,0.1577480286359787,0.35567153687084907
21,0.17863281,0.27944870899865215,0.1727851927280426,0.3568984058512238
22,0.15123047,0.20652403851544301,0.13578960299491882,0.34378725419312844
23,0.15298828,0.27513274980808056,0.13188335299491882,0.3174740181856857
24,0.14408204,0.2137887491141805,0.11874241381883621,0.2932660977045695
25,0.12986328,0.1751507473432021,0.08855430781841278,0.3310058694897276
26,0.11753906,0.20949228439605455,0.09784587472677231,0.322595700299069
27,0.12779297,0.19919114089879358,0.08955931663513184,0.3159704592836884
28,0.12572266,0.23413655322032953,0.08760619163513184,0.30466387669245404
29,0.11736328,0.2363051806498687,0.09393962472677231,0.30695392017240647
0,0.44427735,1.702717652150008,0.46057721972465515,0.5645170260817458
1,0.4358008,0.550200905460747,0.445957213640213,0.49421875546504923
2,0.37789062,0.49224812539858614,0.3656894564628601,0.550491548977889
3,0.31990236,0.5027957645353096,0.31650108098983765,0.5306374348087228
4,0.3267383,0.4372571799641194,0.3466891646385193,0.39956031062386255
5,0.31857422,0.46258876326288645,0.31111574172973633,0.3780171477691436
6,0.28847656,0.3793568167831429,0.28382888436317444,0.3371711666191811
7,0.24960938,0.37966017465508595,0.21226486563682556,0.29465575974224967
8,0.20115234,0.29335299283104277,0.1572170853614807,0.2550205588340759
9,0.17050782,0.34537487366235736,0.13046115636825562,0.3907358952156909
10,0.13316406,0.3868993370430736,0.10027305781841278,0.21371507793019862
11,0.13396484,0.3040203645129675,0.14597240090370178,0.21398949429586336
0,0.57103586,0.2867487206683595,0.6555129885673523,0.22061859976850162
1,0.66825813,0.21798115700400766,0.7176198959350586,0.20039358150563846
2,0.7097439,0.19019388661325143,0.7330238223075867,0.1918201135337682
3,0.7496383,0.17237514905487072,0.74375981092453,0.18016612784967898
4,0.77441406,0.16204490524992718,0.7453321814537048,0.1759204424053266
5,0.77991176,0.1488591926249771,0.7672464847564697,0.16167732908580842
6,0.8005642,0.1405861728161656,0.7646422982215881,0.1577827455424472
7,0.8044705,0.1333732188078175,0.7763610482215881,0.15049791187871228
8,0.81807,0.12581769915663965,0.7933372855186462,0.14377239972188327
9,0.83492476,0.11894585918686727,0.8108048439025879,0.13176271064176084
10,0.83698636,0.11064319712963791,0.8121560215950012,0.13194811278285243
11,0.86382383,0.10613793417439897,0.850506067276001,0.11698459936768969
12,0.8614728,0.09982061520260127,0.8210495114326477,0.11631779936631081
13,0.87203413,0.09596916582239301,0.8570165038108826,0.11064708512790954
14,0.8613643,0.09794143849462683,0.834881067276001,0.11229973945005164
15,0.8714916,0.09131448115338249,0.837215006351471,0.10663966406445477
16,0.87717015,0.08861275285564961,0.8690055012702942,0.09980207459373369
17,0.87145543,0.09199209618601442,0.8518081307411194,0.1049518972141308
18,0.87648296,0.08512151462136873,0.8687352538108826,0.1005885795746719
19,0.88179976,0.08100097298291911,0.8656397461891174,0.1003775201861371
20,0.88697195,0.0812784468657092,0.8802328705787659,0.09432349247003786
21,0.88321036,0.08393290559464545,0.8692757487297058,0.1055120544621299
22,0.8823061,0.0811171687499638,0.8818052411079407,0.09630938001923799
23,0.8730107,0.0813130121936098,0.8713393807411194,0.09593587924433018
24,0.885489,0.07826114542926778,0.870037317276001,0.10825206750993571
25,0.8828848,0.07820666418346342,0.8731819987297058,0.09908090465964534
26,0.89152926,0.07935585660493605,0.903228223323822,0.09028899118057272
27,0.88498265,0.07719338104293948,0.8865222334861755,0.09050542107932476
28,0.8923972,0.07391141439656472,0.9024665951728821,0.08555209546128689
29,0.88176364,0.07704839754302746,0.9013856053352356,0.08907238085296272
0,0.5966074,0.2796294155460976,0.6797120571136475,0.21971813404099058
1,0.6648944,0.2178244180048602,0.7219683527946472,0.2020224004325287
2,0.71535015,0.1866364810935678,0.7146963477134705,0.19783820845804162
3,0.74866176,0.17225898088180458,0.7243514060974121,0.192857105593655
4,0.7743779,0.15965125233017508,0.7457743287086487,0.1765550972677726
5,0.7890625,0.14597927838811584,0.7758205533027649,0.1603732676301872
6,0.8151403,0.1313861090473191,0.7995774149894714,0.15877721034690162
7,0.8260634,0.12035842619609305,0.7930669784545898,0.1469938115355718
8,0.83673316,0.11756532880738171,0.8188384175300598,0.13508710446278693
9,0.84848815,0.10996975334892643,0.8047366142272949,0.13752761466727073
10,0.84772855,0.10393962202144792,0.8410229682922363,0.12595054836562983
11,0.8593388,0.09731313239504426,0.8113453388214111,0.1281974232904819
12,0.86053246,0.0985464546571478,0.830065906047821,0.11464025812913041
13,0.87152773,0.09363398062183917,0.8219830989837646,0.12239128054834861
14,0.8767361,0.09067467220354608,0.8632075190544128,0.09671043337050064
15,0.8832465,0.08618238872727199,0.8410229682922363,0.10769935586175866
16,0.8819806,0.08175219192977097,0.8749262690544128,0.0914955154390625
